北京东方国信科技股份有限公司|管连平|010-84866666|investor@bonc.com.cn|www.bonc.com.cn|北京市朝阳区创达三路1号院1号楼7层101|105668.009万|1997-07-28|在业|110105002496292|91110000633027609B|633027609|91110000633027609B|股份有限公司(上市、自然人投资或控股)|2008-06-30至无固定期限|软件和信息技术服务业||2018-11-20|104996.948万|1000-4999人|1977|朝阳分局||Business-intelligence of Oriental Nations Corporation Ltd.|北京市朝阳区创达三路1号院1号楼7层101附近公司|计算机软硬件、机电一体化产品、计算机系统集成的技术开发、技术咨询、技术服务、技术培训、技术转让；销售自行开发后产品、计算机、软件及辅助设备、电子产品、通讯设备、仪器仪表；租赁计算机软硬件；企业策划；信息咨询（中介除外）；市场调查；设计、制作、代理、发布广告；货物进出口、技术进出口、代理进出口；出租办公用房；物业管理；计算机系统服务；合同能源管理；互联网信息服务（不含新闻、出版、教育、医疗保健、药品和医疗器械、电子公告服务）。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）|北京东方国信科技股份有限公司（以下简称&quot;东方国信公司&quot;）成立于1997年，是信息产业部认定的软件企业和北京市中关村高新技术企业，并通过了ISO9001:2000质量管理体系认证。东方国信公司长期致力于中国国内电信领域的BI（商业智能）、CRM（客户关系管理）、CTI等软件开发、服务与解决方案，拥有多项软件产品专利，是中国联通和中国电信的业务支撑系统的核心合作厂商之一，也是中国铁通业务支撑的三家核心厂商之一。同时，公司在软件外包和业务流程外包方面取得飞速发展，分别在大连和重庆建立软件服务外包基地。2011年01月25日，北京东方国信科技股份有限公司（股票代码：300166，公司简称：东方国信）1月14日发行的1017.6万股A股股票，今日在深圳证券交易所挂牌。
内蒙古金沟农业发展有限公司|张立恒|5902228|nmjg@nmjga.com|www.nmjga.com|内蒙古自治区赤峰市敖汉旗新惠镇工业园区|13000万|2005-01-10|存续|150430000004155|91150430767883312R|767883312|91150430767883312R|有限责任公司(自然人投资或控股)(1130)|2005-01-10至2035-01-09|畜牧业||2018-12-03||小于50人|21|敖汉旗市场监督管理局|内蒙古金沟生态养殖有限公司||内蒙古自治区赤峰市敖汉旗新惠镇工业园区附近公司|粮食购销；畜禽养殖；粪便处理；水产品养殖；禽蛋购售；农作物种植；水产品销售；饲料经销；农机具租赁、销售；杂粮加工、销售；粮食加工。|内蒙古金沟农业发展有限公司成立于2005年1月，注册资本为人民币3000万元，自治区级农牧业产业化重点龙头企业。公司地址位于内蒙古赤峰市敖汉旗新惠工业园区，总占地面积1700亩，公司现有在职员工116人，大专以上学历32人。凭借多年的探索与发展，公司正全力打造以蛋鸡孵化、养殖、饲料供给、有机肥加工、有机杂粮种植、有机杂粮精加工及深加工、鸡蛋深加工及休闲食品加工为一体的自动化程度较高、规模较大的国家级农牧业产业化重点龙头企业。　　在未来几年的发展中，公司将在国内形成以北京、上海、广东为核心辐射全国大中城市的高效农产品供应网络，为客户提供全程“一站式”服务。集中力量打造农业品牌。
内蒙古磊淼鑫建筑劳务工程有限公司|佟国涛|15304928977|slj4332995@163.com||内蒙古自治区赤峰市敖汉旗新惠镇新中街西新惠路（原百货公司院内一层1号）|30770万|2018-09-14|存续||91150430MA0Q11BK2A|MA0Q11BK2|91150430MA0Q11BK2A|有限责任公司(自然人独资)(1151)|2018-09-14至无固定期限|土木工程建筑业||2019-04-22||||敖汉旗市场监督管理局|||内蒙古自治区赤峰市敖汉旗新惠镇新中街西新惠路（原百货公司院内一层1号）附近公司|土石方工程、市政工程、公路工程、隧道工程、水电工程、钢结构工程、园林绿化工程、建筑安装工程施工；建筑工程设计、施工；室内装潢；普通货物道路输。|
敖汉旗贝子府蒙连烧烤店|李云福||||内蒙古自治区赤峰市敖汉旗贝子府镇广场东300米|30000万|2012-05-17|吊销|150430600206809||||个体户|2012-05-17至2099-12-31|餐饮业||2012-05-17||||敖汉旗市场监督管理局|||内蒙古自治区赤峰市敖汉旗贝子府镇广场东300米附近公司|许可经营项目：餐饮服务（单纯烧烤、不含凉菜、不含裱花蛋糕、不含生食海产品）*** 一般经营项目：无 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
敖汉旗贝子府天缘餐厅|姜俊英||||内蒙古自治区赤峰市敖汉旗贝子府镇玉龙家园楼下|30000万|2012-05-30|吊销|150430600209608||||个体户|2012-05-30至2099-12-31|餐饮业||2012-05-30||||敖汉旗市场监督管理局|||内蒙古自治区赤峰市敖汉旗贝子府镇玉龙家园楼下附近公司|许可经营项目：餐饮服务（不含凉菜、不含裱花蛋糕、不含生食海产品）*** 一般经营项目：无 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
内蒙古万强商运（集团）有限公司|胡玲玲|0476-5901444|||内蒙古自治区赤峰市敖汉旗新惠镇新惠路中段|3392万|1999-09-01|存续|150430000005922|91150430701290207K|701290207|91150430701290207K|有限责任公司(自然人投资或控股)(1130)|1999-09-01至无固定期限|道路运输业||2016-09-27|3392万|||赤峰敖汉旗新州市场监督管理所|敖汉旗万强商运有限责任公司|Aohan Qi Wanqiang Shangyun Co.,Ltd.|内蒙古自治区赤峰市敖汉旗新惠镇新惠路中段附近公司|许可经营项目：无 一般经营项目：农机配件、汽车配件、摩托车、润滑油、家用电器、五金交电、针织、百货销售；柜台出租；金银首饰销售|
敖汉旗新惠贵鹏蔬菜水果门市|马振贵||||内蒙古自治区赤峰市敖汉旗新惠镇滨河路兴宝家园2号楼一楼|20000万|2010-11-30|吊销|150430600157418||||个体户|2010-11-30至2014-11-29|零售业||2010-11-30||||敖汉旗市场监督管理局|||内蒙古自治区赤峰市敖汉旗新惠镇滨河路兴宝家园2号楼一楼附近公司|许可经营项目：零售预包装食品、散装食品（食品流通许可证有效期至2013年11月29日）***一般经营项目：日用百货、化妆品、针织品、五金、日杂、服装、鞋帽*** (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
敖汉旗新惠蓝莓原汁副食批发部|李强||||内蒙古自治区赤峰市敖汉旗新惠镇银河花都院内|20000万|2010-05-11|吊销|150430600136672||||个体户|2010-05-11至2014-05-10|批发业||2010-05-11||||敖汉旗市场监督管理局|||内蒙古自治区赤峰市敖汉旗新惠镇银河花都院内附近公司|许可经营项目：批发兼零售预包装食品、散装食品（食品流通许可证有效期至2013年5月6日）***一般经营项目： (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
内蒙古凰金谷旅游开发有限责任公司|李遇春|18904763732|||内蒙古赤峰市敖汉旗金厂沟梁镇下湾子村南|20000万|2017-09-05|存续|150430000031985|91150430MA0NHHP65L|MA0NHHP65|91150430MA0NHHP65L|有限责任公司(自然人投资或控股)(1130)|2017-09-05至无固定期限|娱乐业||2018-12-14||||敖汉旗市场监督管理局|内蒙古范家沟旅游开发有限责任公司||内蒙古赤峰市敖汉旗金厂沟梁镇下湾子村南附近公司|餐饮服务、洗浴服务、住宿服务；组织策划文艺活动；文艺演出；大型陆上游乐设施管理，水上游乐项目管理，冰雪嘉年华等娱乐项目。电子游戏（打斗机、模拟机）；4D电子娱乐；歌舞娱乐，文化传媒演艺；接待演出团体；组织展览展示活动；场地租赁、玩具设备租赁；图书销售，文化体育用品销售、服装鞋帽、烟草制品、日用百货、预包装食品、农副产品、土特产品、工艺品、礼品、饰品销售|
敖汉旗新惠波子自选商店|朱凤波||||内蒙古自治区赤峰市敖汉旗新惠镇河东新区兴隆佳苑十一号楼||2009-03-03|注销|150430600070062||||个体工商户||零售业||2019-01-04||||敖汉旗市场监督管理局|||内蒙古自治区赤峰市敖汉旗新惠镇河东新区兴隆佳苑十一号楼附近公司|预包装食品、蔬菜、调料销售（食品卫生许可证有效期至2013年2月23日）***|
敖汉旗汇鑫集群农业发展有限公司|李金鸣||||内蒙古自治区赤峰市敖汉旗新惠镇理想家园西门南侧第四门口|20000万|2018-02-13|存续|150430020310801|91150430MA0PQQR635|MA0PQQR63|91150430MA0PQQR635|有限责任公司(自然人独资)(1151)|2018-02-13至无固定期限|科技推广和应用服务业||2018-02-13||||敖汉旗市场监督管理局|||内蒙古自治区赤峰市敖汉旗新惠镇理想家园西门南侧第四门口附近公司|农业技术开发、技术咨询、技术服务、技术转让；休闲农业项目开发、运营、管理；初级农产品种植、加工、销售；化肥、农药、地膜、滴灌带及各种配件、农业机械销售；土地改良服务、农田水利工程施工；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。|
赤峰锟岳矿产品有限公司|高宏伟|15924560101|||内蒙古自治区赤峰市红山区东城办事处红山龙景小区西区2#楼05011号|610万|2012-05-02|注销|150401000003706||||有限责任公司(自然人投资或控股)(1130)|2012-05-02至2032-05-01|批发业||2015-08-04|610万|||赤峰市工商行政管理局红山区分局|||内蒙古自治区赤峰市红山区东城办事处红山龙景小区西区2#楼05011号附近公司|许可经营项目：无 一般经营项目：矿产品销售|
赤峰昊天运输有限公司|岳芳||||内蒙古自治区赤峰市红山物流园区1号楼01015（朝霞路中段路西）|100万人民币|2012-05-16|注销|150401000003851||||有限责任公司(自然人独资)|2012-05-16至无固定期限|道路运输业||2013-12-17||||赤峰市工商行政管理局经济开发区分局|||内蒙古自治区赤峰市红山物流园区1号楼01015（朝霞路中段路西）附近公司|许可经营项目：道路普通货物运输、大型物件运输（二类）（道路运输经营许可证有效期至2016年5月3日）。 一般经营项目：无 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰运联汽车救援有限责任公司|李树军||||红山区东城办事处红旗路居委会（远联钢铁厂北２００米）|100万人民币|2011-08-15|注销|150401000001831||||有限责任公司(自然人投资或控股)|2011-08-15至2031-08-14|道路运输业||2013-03-01||||赤峰市工商行政管理局经济开发区分局|||红山区东城办事处红旗路居委会（远联钢铁厂北２００米）附近公司|汽车救援服务。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
红山经济开发区逯桂芝手机经销处|逯桂芝|13614866000|||红山区桥北唯美品格7号B-0212厅|1万人民币|2014-10-17|注销|150401600022519||||个体工商户||零售业||2018-06-27||||赤峰市工商行政管理局红山区分局|||红山区桥北唯美品格7号B-0212厅附近公司|许可经营项目：无 一般经营项目：手机、手机配件销售|
红山经济开发区尊雅家常美食城|李素令|18604768872|||赤峰市红山物流园区3号楼01011、01012（朝阳路中段路西千里马物流东侧）|80万人民币|2013-10-17|注销|150401600017787||||个体工商户||餐饮业||2016-09-02||||赤峰市工商行政管理局红山区分局|||赤峰市红山物流园区3号楼01011、01012（朝阳路中段路西千里马物流东侧）附近公司|许可经营项目：中型餐馆（不含凉菜、不含裱花蛋糕、不含生食海产品）（餐饮服务许可证有效期至2016年7月25日）（卫生许可证有效期至2017年7月25日）。 一般经营项目：无|
赤峰市品信投资咨询有限责任公司|杨洪广|13904766008|1810098608@qq.com||赤峰市红山区城郊乡东郊村三组东煤场南侧（金属公司墙东）|200万|2014-07-16|注销|150401000008366||||有限责任公司(自然人独资)(1151)|2014-07-16至无固定期限|商务服务业||2015-08-06||||赤峰市工商行政管理局红山区分局|||赤峰市红山区城郊乡东郊村三组东煤场南侧（金属公司墙东）附近公司|许可经营项目：无 一般经营项目：投资咨询、投资管理、信息咨询|
红山经济开发区永亮建材经销处|卞永亮||||赤峰市红山区小房村三组|1万人民币|2013-07-01|注销|150401600016341||||个体工商户||零售业||2014-03-24||||赤峰市工商行政管理局经济开发区分局|||赤峰市红山区小房村三组附近公司|许可经营项目：无 一般经营项目：建材销售|
赤峰华飞农机农民专业合作社|林梦华|15149098389|||赤峰市红山区红庙子镇郎家营子村五组21号|100万|2014-09-02|存续|150401NA000122X|93150402318423142F|318423142|93150402318423142F|农民专业合作社(9100)|2014-09-02至无固定期限|农、林、牧、渔服务业||2014-09-02||||赤峰市工商行政管理局红山区分局|||赤峰市红山区红庙子镇郎家营子村五组21号附近公司|许可经营项目：无 一般经营项目：组织购买销售农业机械；组织成员机械化生产、收割；为成员提供信息、技术、培训服务|
赤峰市弘驰汽车服务有限公司桥北分公司|张国明||||内蒙古自治区赤峰市红山物流园区汽配城４号楼０１０１４||2011-10-17|注销|150401000002019||||有限责任公司分公司(自然人独资)(2151)|2011-10-17至无固定期限|机动车、电子产品和日用产品修理业||2014-12-09||||赤峰市工商行政管理局经济开发区分局|||内蒙古自治区赤峰市红山物流园区汽配城４号楼０１０１４附近公司|许可经营项目：三类机动车维修（车身维修、涂漆）（道路运输经营许可证有效期至２０１５年９月１９日）。一般经营项目：|
赤峰泽隆投资管理有限责任公司|张艳华|13947620382|821444654@qq.com||赤峰市红山区桥北镇姚家洼居委会红山物流园区运通街北段路西（商贸城北）|570万|2014-06-11|注销|150401000008001||||有限责任公司(自然人投资或控股)(1130)|2014-06-11至无固定期限|商务服务业||2016-09-23||||赤峰市工商行政管理局红山区分局|||赤峰市红山区桥北镇姚家洼居委会红山物流园区运通街北段路西（商贸城北）附近公司|许可经营项目：无 一般经营项目：投资管理、投资信息咨询；风景园林建设工程专项设计；园林古建筑建设工程专业施工；装饰装修建设工程设计与施工，绿化养护；金属制品、机电设备批发、零售|赤峰泽隆投资管理有限责任公司成立于2014年06月11日，主要经营范围为许可经营项目：无一般经营项目：投资管理、投资信息咨询等。
赤峰森桦汽车贸易有限公司|张森||||内蒙古自治区赤峰市红山物流园区１４＃楼０１０１６、０１０１７厅|100万|2010-08-12|吊销|150401000000419||||有限责任公司(自然人独资)(1151)|2010-08-12至无固定期限|零售业||2010-08-12||||赤峰市工商行政管理局经济开发区分局|||内蒙古自治区赤峰市红山物流园区１４＃楼０１０１６、０１０１７厅附近公司|汽车（不含品牌汽车）、工程机械、汽车配件、轮胎、润滑油销售|
赤峰鑫谷鑫荞制米有限公司|杜凯|13500665186|48991859@qq.com||内蒙古自治区赤峰市远联钢铁厂东300米|100万|2010-11-11|注销|150401000000656||||有限责任公司(自然人投资或控股)(1130)|2010-11-11至2030-11-10|农副食品加工业||2015-05-19|100万|||赤峰市工商行政管理局红山区分局|||内蒙古自治区赤峰市远联钢铁厂东300米附近公司|粮食购销；出口荞麦制品加工、出口杂豆类加工（中华人民共和国卫生登记证书有效期至２０１３年１２月７日）；果菜、农副产品购销；自营和代理各项商品的进出口业务|
赤峰谷金源商贸有限责任公司|张志芹||||内蒙古自治区赤峰市红山物流园区二号路北段|80万|2010-09-01|注销|150401000000443||||有限责任公司(自然人投资或控股)(1130)|2010-09-01至无固定期限|批发业||2014-11-05||||赤峰市工商行政管理局经济开发区分局|||内蒙古自治区赤峰市红山物流园区二号路北段附近公司|百货、洗化用品、五金、家电、建材销售；预包装食品批发零售|
内蒙古物华国昌煤炭经销有限公司|李红娟||||康巴什新区康宁路神华康城F区149号楼2单元504|450万|2013-10-23|吊销|150401000006305|91150691MA0N2PCF6F|MA0N2PCF6|91150691MA0N2PCF6F|有限责任公司(自然人独资)(1151)|2013-10-23至2043-10-22|批发业||2019-03-25||||鄂尔多斯市工商行政管理局康巴什区分局|赤峰富国煤炭有限公司||康巴什新区康宁路神华康城F区149号楼2单元504附近公司|许可经营项目：无 一般经营项目：煤炭销售（不含仓储）|
赤峰唐龙机械销售有限公司|王佑东|18847695507|847475935@qq.com||内蒙古自治区赤峰市红山物流园区中昊物流中心17区14号房|100万|2012-06-06|注销|150401000004008||||有限责任公司(自然人投资或控股)(1130)|2012-06-06至2032-06-05|批发业||2016-05-20|100万|||赤峰市工商行政管理局红山区分局|||内蒙古自治区赤峰市红山物流园区中昊物流中心17区14号房附近公司|许可经营项目：无 一般经营项目：机械设备（不含农业机械）及配件销售、售后服务及维修；橡胶制品、润滑油销售|赤峰唐龙机械销售有限公司成立于2012年06月06日，主要经营范围为许可经营项目：无一般经营项目：机械设备（不含农业机械）及配件销售、售后服务及维修等。
