2019年中国电子书阅读器市场分析报告-市场现状调查与发展商机研究|-|七、凭借内容优势方正大肆进军电子书终端市场 八、方正电子书阅读器市场的制胜战略 第三节 大唐电信科技股份有限公司 一、企业概况 二、企业主要经济指标分析 三、企业盈利能力分析 四|-|中国报告网|-|20小时23分钟前|-|https://news.tianyancha.com/detail/95f0cb412810449ace5907a403862fbb0ee1ea0b.html
什么是跳空缺口选股法？如何在牛市中轻松把握上涨牛股？|-|一是向上的突破缺口，二是向下的突破缺口。 沪指向下的突破缺口走势图 实战案例：大唐电信（600198） 以大唐电信（600198）为例，该股在经过一段时间的箱体整理之后|-|微信公众号|-|2018年05月10日|-|https://news.tianyancha.com/detail/47c9d7899b6eb74df451c920185142649619c555.html
大唐电信与高通组建合资公司获批释放积极信号|-|芯片制造一度成了比区块链还受热捧的领域。在阿里巴巴收购中天微之后，5月4日，建广资产、大唐电信、联芯科技、高通、智路资本成立合资公司通过了中国国家市场监督管理总局反垄断局的反垄断审查。|-|中国产业经济信息网|-|2018年05月10日|-|https://news.tianyancha.com/detail/ef08092ad311b5e61c13203aacb24da87a7d785e.html
最新，中国芯片或再遭重创！|-|但未获中方同意。 同一天，《华尔街日报》报道称：据知情人士透露， 中将批准高通与国企大唐电信的子公司组建合资公司，该合资公司将直接与紫光展锐进行竞争 。 拖了一年后|-|微信公众号|-|2018年05月08日|-|https://news.tianyancha.com/detail/ede46262bd7f1df00e9276c7943d51f6765a4bd3.html
瓴盛科技正式获批芯片市场将再起风云|-|以下简称"大唐电信"）于5日发布公告称，经公司第七届第十三次董事会批准，同意公司全资子公司联芯科技有限公司以下属全资子公司全部股权作为出资参与设立中外合资企业瓴盛科技（贵州|-|维科网|-|2018年05月08日|-|https://news.tianyancha.com/detail/74b0d8620d80333e0cddd6e90fd14889ce569eb2.html
车联网时代，如何解决你的汽车安全问题？|-|没有安全的车联网，也就没有安全的汽车。那么如何提升车联网时代汽车的安全性呢？作为国家高科技企业，大唐电信旗下的大唐微电子车联网安全解决方案，提供国密二级安全SE芯片和配套的服务端SDK接口|-|微信公众号|-|2018年05月07日|-|https://news.tianyancha.com/detail/796468e98c5a2427847f52de23686a9999ed733c.html
高通与大唐成立合资公司获批回顾那些“在华代理人”闹剧|-|大唐电信发布公告称，全资子公司联芯科技将与高通合作，成立合资公司瓴盛科技，瓴盛科技的业务将聚焦低端手机芯片市场。在这则消息传出后，中国科学院微电子研究所所长叶甜春在其微信上做出评论|-|维科网|-|2018年05月07日|-|https://news.tianyancha.com/detail/e1fde4bfbe67f3dab80223725c921b7ce6084e9d.html
大唐电信因3G衰落公司深陷亏损泥潭|-|公司深陷亏损泥潭 十年前，大唐电信在中国通信市场十分瞩目。作为中国通信市场崛起的本土力量，其前景不可预估。然而到了今日，大唐电信却因连年亏损，面临退市风险。 4月26日|-|财富动力网|-|2018年05月07日|-|https://news.tianyancha.com/detail/0a9124189c8d7c686fc30a5031fa122577d5a47d.html
华泰通信|*ST大唐：峰回路转终获批，发力手机芯片|-|时一年合资公司终获批，公司摘帽有望 大唐电信与高通等共同成立合资公司一事，早在2017年5月26日公司就已发布对外投资公告，合资公司瓴盛科技也于同日成立。2018年5月4日晚，公司发布公告称|-|微信公众号|-|2018年05月07日|-|https://news.tianyancha.com/detail/9b30955d68cbd0dfff232832906a78d5237a866b.html
早盘资讯2018/5/7|-|* 【牌】 城市传媒 （600229） 安阳钢铁 （600569） *ST宜化 （000422） *ST大唐 （600198） *ST海投 （600896） 中国中铁 （601390） 【牌】|-|微信公众号|-|2018年05月07日|-|https://news.tianyancha.com/detail/903b5aec4cfca7344fe07676a9453018d8b02f18.html
5月7日实战攻略+个股狙击|-| 9、江南化工称，若盾安控股无法解决债务清偿，本公司控制权可能变更。 10、中国批准高通与国有大唐电信的子公司组建合资公司。 11、新股申购，深信服（300454）申购价格30.07元|-|新浪网|-|2018年05月07日|-|https://news.tianyancha.com/detail/db0000e6d259dba6b9976cb74aecf1a7950880f7.html
上证指数成交额再创缩量新低，会不会见底返涨|-|由中资控股，在华上市。 【以色列和美国半导体企业表示愿与中国加强合作】 【中国批准高通与国有大唐电信的子公司组建合资公司】等关于芯片增资扩产的消息。 所以美国想封锁芯片，只会把机会让给了别人|-|新浪网|-|2018年05月06日|-|https://news.tianyancha.com/detail/a1f1466ef5f94be67ea1b48b00f28ef4a2db7cf3.html
华泰通信周观点|中美经贸磋商，继续关注国产替代|-|再生铅、数据中心业务受影响小。我们继续重点推荐：将与高通合作设立合资公司的国内芯片制造商*ST大唐，云计算龙头光环新网（18年PE31.25x），低估值|-|微信公众号|-|2018年05月06日|-|https://news.tianyancha.com/detail/1b9cf60edfc890764d2df96479a3c8493da07ae8.html
旗手陨落:大唐电信因3G衰落连续两年亏损超十亿|-|大唐电信科技股份有限公司（600198.SH，以下简称"大唐电信"）发布了2017年年报，由于连续两年亏损，且亏损幅度由2016年的17.75亿元扩大至26.48亿元|-|财富动力网|-|2018年05月06日|-|https://news.tianyancha.com/detail/86b8f28db13f10345b2ba93acb12922a57079896.html
ST大唐与高通合资公司通过审查：即日起可以实施集中|-|大唐电信科技股份有限公司发布公告称，该公司与高通、建广等设立合资公司案，获得有关部门批准。 ST大唐的公告称， 公司于5月4日收到国家市场监督管理总局反垄断局出具的|-|财富动力网|-|2018年05月05日|-|https://news.tianyancha.com/detail/eb31130494e2bc0c7755fcfce01c5ce8dbd3b1f2.html
*ST大唐600198为什么停牌？*ST大唐600198停牌原因|-|大唐电信科技股份有限公司是电信科学技术研究院控股的高科技企业。公司主要从事微电子、软件、终端、接入、通信应用与服务等领域的产品开发与销售，是国内具有自主知识产权的信息产业高科技骨干企业。 600198|-|财富动力网|-|2018年05月04日|-|https://news.tianyancha.com/detail/1fdb99ab76fbbe8ac69bac754c7b5163e53856ad.html
国盛证券早盘资讯|-|【牌】 *ST天成 （600112） *ST中基 （000972） 众信旅游 （002707） *ST大唐 （600198） *ST松江 （600225） 白银有色 （601212） 【牌】|-|微信公众号|-|2018年05月04日|-|https://news.tianyancha.com/detail/d1f8910e16e800491a591b75f17714cace954c4a.html
华泰通信周观点|光电子创新中心挂牌，助力光通信|-|通信板块108只股票62只上涨，36只下跌，10只停牌。 通板块上市公司及行业要闻 公要闻 【大唐电信】年度报告 2017年，公司所处主要行业竞争依然激烈。面对日益严峻的外部环境|-|微信公众号|-|2018年05月01日|-|https://news.tianyancha.com/detail/06433274479978daa45ba9b63d4012044c76410c.html
38家公司连续两年隐形亏损|-|新能源汽车、锂电池、通信等行业公司，如乐视网、盐湖股份、*ST大唐。 值得一提的是，2008年以来年度亏损过百亿的案例并不多，而2017年就占了两个|-|财富动力网|-|2018年05月01日|-|https://news.tianyancha.com/detail/a513d33494d59f1c69369b26d15b64248964dcde.html
大唐电信落实网络强国战略，构建安全视频监控系统|-|视频监控的安全问题已成为制约网络视频设备健康发展的主要障碍。 大唐电信视频监控加密芯片解决方案,使用国密算法加解密、身份认证|-|维科网|-|2018年04月30日|-|https://news.tianyancha.com/detail/e91cf415b9be833c726ace2ec3a117b88539cfea.html
国产芯片概念股再盘点之制造篇：中芯排第二，士兰微未进前十|-| 中芯国际也是国家集成电路投资基金的重仓股。4月24日晚间，中芯国际公告称，向大唐电信科技产业与及国家集成电路基金订立优先股份认购协议，公司将分别向双方发行优先股份|-|微信公众号|-|2018年04月27日|-|https://news.tianyancha.com/detail/d1c831b4a7b9fe1cdeba098488a826f4cf0939b1.html
“芯”端发力，增强北斗应用安全性|-|从信息安全的角度来看，要保障北斗应用的安全性，对信号进行安全加密传输必不可少。 大唐电信下属大唐微电子技术有限公司，在安全芯片领域沉浸多年，在芯片抗攻击|-|维科网|-|2018年04月27日|-|https://news.tianyancha.com/detail/0a7d33659a13cdd544c372aa50cc87618bff400a.html
26日收评：“黑周四”加剧市场震荡|-|北大医院、四川九洲大涨！ 10日九典制药涨停，江龙船艇盘中涨停。11日江龙船艇涨停。 12日大唐电信、江龙船艇涨停。 16日荣之联逆势上涨涨5.85%， 18日大唐电信涨停|-|新浪网|-|2018年04月26日|-|https://news.tianyancha.com/detail/59fa98e03541aabf147ef79be3db438047f929d4.html
4月26日内部资讯|-|一季度净利0.24亿元，同比增167.7%。 万科：一季度净利8.95亿元，同比增28.68%。 大唐电信：去年亏损超26亿元，27日起实施退市风险警示。 天虹股份：与腾讯就零售数字化|-|微信公众号|-|2018年04月26日|-|https://news.tianyancha.com/detail/2e4c56efdd3aa5cda707bbf4314a6bb4217aa287.html
国产系统之殇：你知道的这些系统都是国外的|-| 操作系统缺失的情况并不是中兴一家，整个国内市场都是如此。在芯片产业中，我们还有深科技、紫光国芯、大唐电信、必创科技、盈方微、文一科技、天邑股份等公司在紧追猛赶，华为、小米也成功推出麒麟|-|TechWeb|-|2018年04月23日|-|https://news.tianyancha.com/detail/a6a5768fb522266e67ea05d332f6e1b19b32876f.html
宋驰牛股擒拿金彩实盘直播（4.23）|-|11 ：00 近 期可能被风险警示，带帽的个股，注意规避---- 中国船舶，哈空调，大唐电信，大东南，武汉凡谷，蓝科高新，海南椰岛，狮头股份，友好集团，智慧农业，贝因美，双环科技|-|新浪网|-|2018年04月23日|-|https://news.tianyancha.com/detail/83174610e60b9b4e695ed778fe54285402ef3b31.html
智能卡上市公司有哪些？智能卡概念股一览|-|国内金融重控票证和卡类产品种类最全、产能最大、设备最先进、涉足领域最多、资质最全的研发生产企业。 大唐电信（600198）：移动支付领域最优势企业之一，公司研发的13.56M（NFC|-|财富动力网|-|2018年04月22日|-|https://news.tianyancha.com/detail/aee4ea23c50c7b68d00a1ce50dbe5aad8e9c2bef.html
台积电股价暴跌6%2018台积电概念股有哪些？|-|参股大硅片项目填补国内空白，投产后具有巨大的经济与社会效益，首次给予"推荐"评级。 大唐电信（600198）：公司凭借多年半导体领域研发经验|-|股域网|-|2018年04月21日|-|https://news.tianyancha.com/detail/9696ca0e7eeba2f81af29387993ac991f047475b.html
股市理想支撑亮点现实压迫下跌|-|的亮点，题材热点芯片.智能电视.电子支付翻红，芯片股亚翔集成.汇顶技术.国民技术涨停，还有紫光国芯.大唐电信.盈方微.富瀚微.综艺股份.大唐电信.中科创达.盛邦股份.纳思达..兴森科技.晶方科技.晓程|-|新浪网|-|2018年04月20日|-|https://news.tianyancha.com/detail/778e572b04316f3bb696398e0c6f66c3e85e48c7.html
4月20日全天狙击热点龙头直播|-|的决定无扭转和协商的空间，不过美股的半导体股票几乎全线大跌，A股的（600198大唐电信）却在疯狂拉升，还有我们早盘提示涨停的（300077国民技术）封板坚定 14：14|-|新浪网|-|2018年04月20日|-|https://news.tianyancha.com/detail/8b26a6f4a0e8e167aa84adeeb18231ed30acf940.html
集成电路上市公司有哪些？集成电路概念股一览|-|同方国芯的智能卡/智能终端亦在2015年迎来高速成长，国产银行卡、健康卡芯片等有望逐步爆发。 大唐电信（600198） ：基带技术领先，汽车半导体芯片国内独家|-|财富动力网|-|2018年04月19日|-|https://news.tianyancha.com/detail/27f2573f3435ebcd96f1aac1b4da7352c2346bee.html
什么是中国制造2025？中国制造2025概念股有哪些|-|银信科技、东方国信、宜通世纪、天源迪科、世纪鼎利、初灵信息、东土科技、东软集团、鹏博士;5G：大唐电信、中兴通讯、富春通信、朗玛信息、百视通、科大讯飞、威创股份、同方国芯。 三、航空航天装备|-|财富动力网|-|2018年04月19日|-|https://news.tianyancha.com/detail/cde3d0afbfd420a52c937b45319b6e4d2481645b.html
中国制造2025是什么中国制造2025概念股一览|-|银信科技、东方国信、宜通世纪、天源迪科、世纪鼎利、初灵信息、东土科技、东软集团、鹏博士；5G：大唐电信、中兴通讯、富春通信、朗玛信息、百视通、科大讯飞、威创股份、同方国芯。 三、航空航天装备|-|股域网|-|2018年04月19日|-|https://news.tianyancha.com/detail/a7fd9fd982838cee3c4a0c779301dd47275379a3.html
老道论市V（4、19周四）：热点龙头挖掘实盘直播间|-|风险释放很多了，短线操作机会会逐步增加，大家淡定操作，不要恐慌。 10:38 大唐电信 这两天是表现不错啊、看看今天会否再次涨停、大家短期关注下。 11:00|-|新浪网|-|2018年04月19日|-|https://news.tianyancha.com/detail/ad0bf0f84cf9fc585d1ec921c31d466c21f67ee6.html
能否打破“4.19魔咒”（19日早评）|-|台基股份、兴森科技、明阳电路、兆日科技、国民技术、上海贝岭、必创科技、圣邦股份、盈方微、富瀚微、大唐电信、紫光国芯、北方华创等纷纷涨停，欧比特、振芯科技、深南电路、苏州固锝等表现抢眼。 技术分析|-|新浪网|-|2018年04月19日|-|https://news.tianyancha.com/detail/3d4e4fcaaa132b611e12fa8892a3481e361d6363.html
